pathway	enzyme	ko_id	anygene_name
9847	Bacterial secretion system [PATH:ko03070]	sec-independent protein translocase protein TatA	K03116	tatA
9848	Bacterial secretion system [PATH:ko03070]	sec-independent protein translocase protein TatB	K03117	tatB
9849	Bacterial secretion system [PATH:ko03070]	sec-independent protein translocase protein TatC	K03118	tatC
9850	Bacterial secretion system [PATH:ko03070]	sec-independent protein translocase protein TatE	K03425	tatE
9851	Bacterial secretion system [PATH:ko03070]	vacuolating cytotoxin	K11028	vacA
9852	Bacterial secretion system [PATH:ko03070]	hemolysin activation/secretion protein	K11017	shlB
9853	Bacterial secretion system [PATH:ko03070]	hemolysin	K11016	shlA
9854	Bacterial secretion system [PATH:ko03070]	adhesin YadA	K12341	yadA
9855	Bacterial secretion system [PATH:ko03070]	adhesin YadB/C	K12342	yadB_C
9856	Bacterial secretion system [PATH:ko03070]	type IV secretion system protein VirB1	K03194	virB1
9857	Bacterial secretion system [PATH:ko03070]	type IV secretion system protein VirB2	K03197	virB2
9858	Bacterial secretion system [PATH:ko03070]	type IV secretion system protein VirB3	K03198	virB3
9859	Bacterial secretion system [PATH:ko03070]	type IV secretion system protein VirB5	K03200	virB5
9860	Bacterial secretion system [PATH:ko03070]	type IV secretion system protein VirB7	K03202	virB7
9861	Bacterial secretion system [PATH:ko03070]	type IV secretion system protein VirB9	K03204	virB9
9862	Bacterial secretion system [PATH:ko03070]	type IV secretion system protein VirB6	K03201	virB6
9863	Bacterial secretion system [PATH:ko03070]	type IV secretion system protein VirB8	K03203	virB8
9864	Bacterial secretion system [PATH:ko03070]	type IV secretion system protein VirB10	K03195	virB10
9865	Bacterial secretion system [PATH:ko03070]	type IV secretion system protein VirB4	K03199	virB4
9866	Bacterial secretion system [PATH:ko03070]	type IV secretion system protein VirB11	K03196	virB11
9867	Bacterial secretion system [PATH:ko03070]	type IV secretion system protein VirD4	K03205	virD4
9868	Bacterial secretion system [PATH:ko03070]	type VI secretion system secreted protein VgrG	K11904	vgrG
9869	Bacterial secretion system [PATH:ko03070]	type VI secretion system secreted protein Hcp	K11903	hcp
9870	Bacterial secretion system [PATH:ko03070]	type VI secretion system protein VasD	K11906	vasD
9871	Bacterial secretion system [PATH:ko03070]	type VI secretion system protein ImpL	K11891	impL
9872	Bacterial secretion system [PATH:ko03070]	type VI secretion system protein ImpK	K11892	impK
9873	Bacterial secretion system [PATH:ko03070]	type VI secretion system protein VasG	K11907	vasG
9874	Bacterial secretion system [PATH:ko03070]	serine/threonine-protein kinase PpkA [EC:2.7.11.1]	K11912	ppkA
9875	Bacterial secretion system [PATH:ko03070]	type VI secretion system protein	K11913	fha1
9876	Bacterial secretion system [PATH:ko03070]	serine/threonine protein phosphatase Stp1 [EC:3.1.3.16]	K11915	stp1
9877	Two-component system [PATH:ko02020]	two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]	K07636	phoR
9878	Two-component system [PATH:ko02020]	two-component system, OmpR family, phosphate regulon response regulator PhoB	K07657	phoB
9879	Two-component system [PATH:ko02020]	two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP	K07658	phoB1
9880	Two-component system [PATH:ko02020]	alkaline phosphatase [EC:3.1.3.1]	K01077	E3.1.3.1
9881	Two-component system [PATH:ko02020]	alkaline phosphatase D [EC:3.1.3.1]	K01113	phoD
9882	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]	K07768	senX3
9883	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator RegX3	K07776	regX3
9884	Two-component system [PATH:ko02020]	phosphate transport system substrate-binding protein	K02040	pstS
9885	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]	K07637	phoQ
9886	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator PhoP	K07660	phoP
9887	Two-component system [PATH:ko02020]	putatice virulence related protein PagC	K07804	pagC
9888	Two-component system [PATH:ko02020]	putative membrane protein PagO	K07790	pagO
9889	Two-component system [PATH:ko02020]	putative membrane protein PagD	K07805	pagD
9890	Two-component system [PATH:ko02020]	PhoPQ-activated protein	K07801	pagK
9891	Two-component system [PATH:ko02020]	outer membrane protease E [EC:3.4.21.-]	K08477	pgtE
9892	Two-component system [PATH:ko02020]	acid phosphatase (class A) [EC:3.1.3.2]	K09474	phoN
9893	Two-component system [PATH:ko02020]	two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]	K07638	envZ
9894	Two-component system [PATH:ko02020]	two-component system, OmpR family, phosphate regulon response regulator OmpR	K07659	ompR
9895	Two-component system [PATH:ko02020]	outer membrane pore protein C	K09475	ompC
9896	Two-component system [PATH:ko02020]	outer membrane pore protein F	K09476	ompF
9897	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]	K07639	rstB
9898	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator RstA	K07661	rstA
9899	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]	K07640	cpxA
9900	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator CpxR	K07662	cpxR
9901	Two-component system [PATH:ko02020]	serine protease Do [EC:3.4.21.107]	K04771	degP
9902	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase CssS [EC:2.7.13.3]	K07650	cssS
9903	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator CssR	K07770	cssR
9904	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase CreC [EC:2.7.13.3]	K07641	creC
9905	Two-component system [PATH:ko02020]	two-component system, OmpR family, catabolic regulation response regulator CreB	K07663	creB
9906	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]	K07642	baeS
9907	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator BaeR	K07664	baeR
9908	Two-component system [PATH:ko02020]	membrane fusion protein, multidrug efflux system	K07799	mdtA
9909	Two-component system [PATH:ko02020]	multidrug efflux pump	K07788	mdtB
9910	Two-component system [PATH:ko02020]	multidrug efflux pump	K07789	mdtC
9911	Two-component system [PATH:ko02020]	MFS transporter, DHA2 family, multidrug resistance protein	K18326	mdtD
9912	Two-component system [PATH:ko02020]	membrane fusion protein, multidrug efflux system	K18321	smeA
9913	Two-component system [PATH:ko02020]	multidrug efflux pump	K18322	smeB
9914	Two-component system [PATH:ko02020]	outer membrane protein, multidrug efflux system	K18323	smeC
9915	Two-component system [PATH:ko02020]	multidrug efflux pump	K18324	acrD
9916	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase BasS [EC:2.7.13.3]	K07643	basS
9917	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator BasR	K07771	basR
9918	Two-component system [PATH:ko02020]	UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase [EC:2.6.1.87]	K07806	arnB
9919	Two-component system [PATH:ko02020]	two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]	K07644	cusS
9920	Two-component system [PATH:ko02020]	two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR	K07665	cusR
9921	Two-component system [PATH:ko02020]	outer membrane protein, Cu(I)/Ag(I) efflux system	K07796	cusC
9922	Two-component system [PATH:ko02020]	Cu(I)/Ag(I) efflux system periplasmic protein CusF	K07810	cusF
9923	Two-component system [PATH:ko02020]	membrane fusion protein, Cu(I)/Ag(I) efflux system	K07798	cusB
9924	Two-component system [PATH:ko02020]	Cu(I)/Ag(I) efflux system membrane protein CusA/SilA	K07787	cusA
9925	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]	K07645	qseC
9926	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator QseB	K07666	qseB
9927	Two-component system [PATH:ko02020]	flagellar transcriptional activator FlhD	K02403	flhD
9928	Two-component system [PATH:ko02020]	flagellar transcriptional activator FlhC	K02402	flhC
9929	Two-component system [PATH:ko02020]	flagellin	K02406	fliC
9930	Two-component system [PATH:ko02020]	RNA polymerase sigma factor for flagellar operon FliA	K02405	fliA
9931	Two-component system [PATH:ko02020]	chemotaxis protein MotA	K02556	motA
9932	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]	K07646	kdpD
9933	Two-component system [PATH:ko02020]	two-component system, OmpR family, KDP operon response regulator KdpE	K07667	kdpE
9934	Two-component system [PATH:ko02020]	K+-transporting ATPase ATPase A chain [EC:3.6.3.12]	K01546	kdpA
9935	Two-component system [PATH:ko02020]	K+-transporting ATPase ATPase B chain [EC:3.6.3.12]	K01547	kdpB
9936	Two-component system [PATH:ko02020]	K+-transporting ATPase ATPase C chain [EC:3.6.3.12]	K01548	kdpC
9937	Two-component system [PATH:ko02020]	K+-transporting ATPase ATPase F chain	K01545	kdpF
9938	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase TorS [EC:2.7.13.3]	K07647	torS
9939	Two-component system [PATH:ko02020]	two-component system, OmpR family, torCAD operon response regulator TorR	K07772	torR
9940	Two-component system [PATH:ko02020]	trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorC	K03532	torC
9941	Two-component system [PATH:ko02020]	trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3]	K07811	torA
9942	Two-component system [PATH:ko02020]	TorA specific chaperone	K03533	torD
9943	Two-component system [PATH:ko02020]	two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]	K07648	arcB
9944	Two-component system [PATH:ko02020]	two-component system, OmpR family, aerobic respiration control protein ArcA	K07773	arcA
9945	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	K07649	tctE
9946	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator TctD	K07774	tctD
9947	Two-component system [PATH:ko02020]	putative tricarboxylic transport membrane protein	K07793	tctA
9948	Two-component system [PATH:ko02020]	putative tricarboxylic transport membrane protein	K07794	tctB
9949	Two-component system [PATH:ko02020]	putative tricarboxylic transport membrane protein	K07795	tctC
9950	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase ResE [EC:2.7.13.3]	K07651	resE
9951	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator ResD	K07775	resD
9952	Two-component system [PATH:ko02020]	cytochrome c oxidase assembly protein subunit 15	K02259	COX15
9953	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]	K07652	vicK
9954	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator VicR	K07668	vicR
9955	Two-component system [PATH:ko02020]	dextransucrase [EC:2.4.1.5]	K00689	E2.4.1.5
9956	Two-component system [PATH:ko02020]	levansucrase [EC:2.4.1.10]	K00692	sacB
9957	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase MprB [EC:2.7.13.3]	K07653	mprB
9958	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator MprA	K07669	mprA
9959	Two-component system [PATH:ko02020]	putative serine protease PepD [EC:3.4.21.-]	K08372	pepD
9960	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase MtrB [EC:2.7.13.3]	K07654	mtrB
9961	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator MtrA	K07670	mtrA
9962	Two-component system [PATH:ko02020]	chromosomal replication initiator protein	K02313	dnaA
9963	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase PrrB [EC:2.7.13.3]	K07655	prrB
9964	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator PrrA	K07671	prrA
9965	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase TrcS [EC:2.7.13.3]	K07656	trcS
9966	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator TrcR	K07672	trcR
9967	Two-component system [PATH:ko02020]	two-component system, OmpR family, Ni(II)-sensor and/or redox sensor kinase NrsS [EC:2.7.13.3]	K11328	nrsS
9968	Two-component system [PATH:ko02020]	two-component system, OmpR family, Ni(II)-responsive and/or redox-responsive regulator NrsR	K11330	nrsR
9969	Two-component system [PATH:ko02020]	membrane fusion protein, cation efflux system	K11327	nrsB
9970	Two-component system [PATH:ko02020]	cation efflux system protein involved in nickel and cobalt tolerance	K11326	nrsA
9971	Two-component system [PATH:ko02020]	cation efflux system protein involved in nickel and cobalt tolerance [EC:3.2.1.17]	K11331	nrsC
9972	Two-component system [PATH:ko02020]	MFS transporter, NRE family, putaive nickel resistance protein	K07785	nrsD
9973	Two-component system [PATH:ko02020]	two-component system, OmpR family, manganese sensing sensor histidine kinase [EC:2.7.13.3]	K11520	manS
9974	Two-component system [PATH:ko02020]	two-component system, OmpR family, manganese sensing response regulator	K11521	K11521
9975	Two-component system [PATH:ko02020]	manganese transport system substrate-binding protein	K11601	mntC
9976	Two-component system [PATH:ko02020]	manganese transport system ATP-binding protein	K11603	mntA
9977	Two-component system [PATH:ko02020]	manganese transport system permease protein	K11602	mntB
9978	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase NblS [EC:2.7.13.3]	K07769	nblS
9979	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator NblR	K11332	nblR
9980	Two-component system [PATH:ko02020]	two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]	K08479	sasA
9981	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator RpaA	K10697	rpaA
9982	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator RpaB	K11329	rpaB
9983	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase SaeS [EC:2.7.13.3]	K10681	saeS
9984	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator SaeR	K10682	saeR
9985	Two-component system [PATH:ko02020]	two-component system, OmpR family, bacitracin resistance sensor histidine kinase BceS [EC:2.7.13.3]	K11629	bceS
9986	Two-component system [PATH:ko02020]	two-component system, OmpR family, bacitracin resistance response regulator BceR	K11630	bceR
9987	Two-component system [PATH:ko02020]	bacitracin transport system ATP-binding protein	K11631	bceA
9988	Two-component system [PATH:ko02020]	bacitracin transport system permease protein	K11632	bceB
9989	Two-component system [PATH:ko02020]	bacitracin transport system permease protein	K19084	braE
9990	Two-component system [PATH:ko02020]	bacitracin transport system ATP-binding protein	K19083	braD
9991	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase BraS/BceS [EC:2.7.13.3]	K19081	braS
9992	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator protein BraR/BceR	K19082	braR
9993	Two-component system [PATH:ko02020]	cationic antimicrobial peptide transport system permease protein	K19080	vraG
9994	Two-component system [PATH:ko02020]	cationic antimicrobial peptide transport system ATP-binding protein	K19079	vraF
9995	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase GraS [EC:2.7.13.3]	K19077	graS
9996	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator protein GraR	K19078	graR
9997	Two-component system [PATH:ko02020]	D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]	K03367	dltA
9998	Two-component system [PATH:ko02020]	membrane protein involved in D-alanine export	K03739	dltB
9999	Two-component system [PATH:ko02020]	D-alanine--poly(phosphoribitol) ligase subunit 2 [EC:6.1.1.13]	K14188	dltC
10000	Two-component system [PATH:ko02020]	D-alanine transfer protein	K03740	dltD
10001	Two-component system [PATH:ko02020]	phosphatidylglycerol lysyltransferase [EC:2.3.2.3]	K14205	mprF
10002	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase YxdK [EC:2.7.13.3]	K11633	yxdK
10003	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator YxdJ	K11634	yxdJ
10004	Two-component system [PATH:ko02020]	putative ABC transport system ATP-binding protein	K11635	yxdL
10005	Two-component system [PATH:ko02020]	putative ABC transport system permease protein	K11636	yxdM
10006	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]	K14980	chvG
10007	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator ChvI	K14981	chvI
10008	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor histidine kinase CiaH [EC:2.7.13.3]	K14982	ciaH
10009	Two-component system [PATH:ko02020]	two-component system, OmpR family, response regulator CiaR	K14983	ciaR
10010	Two-component system [PATH:ko02020]	regulatory peptide CiaX	K15860	ciaX
10011	Two-component system [PATH:ko02020]	two-component system, OmpR family, sensor kinase ParS [EC:2.7.13.3]	K18072	parS
