func_id	pathway	enzyme
K08359	Two-component system [PATH:ko02020]	tetrathionate reductase subunit C
K08360	Other	Other
K08363	Other	Other
K08364	Other	Other
K08365	Other	Other
K08366	Other	Other
K08367	Tight junction [PATH:ko04530]	runt-related transcription factor 1
K08368	Other	Other
K08369	Other	Other
K08372	Two-component system [PATH:ko02020]	putative serine protease PepD [EC:3.4.21.-]
K08375	Neuroactive ligand-receptor interaction [PATH:ko04080]	neuropeptide FF receptor 2
K08376	Other	Other
K08378	Other	Other
K08384	Peptidoglycan biosynthesis [PATH:ko00550]	stage V sporulation protein D (sporulation-specific penicillin-binding protein)
K08399	Other	Other
K08425	Other	Other
K08428	Other	Other
K08462	Other	Other
K08469	Other	Other
K08470	Other	Other
K08471	Other	Other
K08472	Other	Other
K08474	Other	Other
K08475	Two-component system [PATH:ko02020]	"two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB [EC:2.7.13.3]"
K08476	Two-component system [PATH:ko02020]	"two-component system, NtrC family, phosphoglycerate transport system response regulator PgtA"
K08477	Two-component system [PATH:ko02020]	outer membrane protease E [EC:3.4.21.-]
K08478	Two-component system [PATH:ko02020]	phosphoglycerate transport regulatory protein PgtC
K08479	Two-component system [PATH:ko02020]	"two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]"
K08480	Other	Other
K08481	Other	Other
K08482	Other	Other
K08483	Phosphotransferase system (PTS) [PATH:ko02060]	"phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]"
K08484	Phosphotransferase system (PTS) [PATH:ko02060]	"phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]"
K08485	Phosphotransferase system (PTS) [PATH:ko02060]	phosphocarrier protein NPr
K08486	SNARE interactions in vesicular transport [PATH:ko04130]	syntaxin 1B/2/3
K08488	Phagosome [PATH:ko04145]	syntaxin 7
K08489	SNARE interactions in vesicular transport [PATH:ko04130]	syntaxin 16
K08490	SNARE interactions in vesicular transport [PATH:ko04130]	syntaxin 5
K08492	Phagosome [PATH:ko04145]	syntaxin 18
K08493	Autophagy - yeast [PATH:ko04138]	vesicle transport through interaction with t-SNAREs 1
K08494	Other	Other
K08495	SNARE interactions in vesicular transport [PATH:ko04130]	golgi SNAP receptor complex member 1
K08496	SNARE interactions in vesicular transport [PATH:ko04130]	golgi SNAP receptor complex member 2
K08497	SNARE interactions in vesicular transport [PATH:ko04130]	protein transport protein SEC20
K08498	SNARE interactions in vesicular transport [PATH:ko04130]	syntaxin 6
K08499	SNARE interactions in vesicular transport [PATH:ko04130]	member of the syntaxin family of t-SNAREs
K08501	SNARE interactions in vesicular transport [PATH:ko04130]	syntaxin 8
K08502	Autophagy - yeast [PATH:ko04138]	regulator of vacuolar morphogenesis
K08503	SNARE interactions in vesicular transport [PATH:ko04130]	syntaxin of plants SYP5
K08504	SNARE interactions in vesicular transport [PATH:ko04130]	blocked early in transport 1
K08505	SNARE interactions in vesicular transport [PATH:ko04130]	protein transport protein SFT1
K08506	SNARE interactions in vesicular transport [PATH:ko04130]	syntaxin of plants SYP7
K08507	SNARE interactions in vesicular transport [PATH:ko04130]	unconventional SNARE in the endoplasmic reticulum protein 1
K08509	Autophagy - animal [PATH:ko04140]	synaptosomal-associated protein 29
K08511	Other	Other
K08513	SNARE interactions in vesicular transport [PATH:ko04130]	vesicle-associated membrane protein 4
K08515	SNARE interactions in vesicular transport [PATH:ko04130]	vesicle-associated membrane protein 7
K08516	Autophagy - yeast [PATH:ko04138]	synaptobrevin homolog YKT6
K08517	Phagosome [PATH:ko04145]	vesicle transport protein SEC22
K08518	Other	Other
K08520	Other	Other
K08524	PI3K-Akt signaling pathway [PATH:ko04151]	retinoid X receptor alpha
K08542	Other	Other
K08543	Other	Other
K08544	Other	Other
K08545	MAPK signaling pathway - fly [PATH:ko04013]	nuclear receptor subfamily 2 group E member 1
K08546	Other	Other
K08558	Other	Other
K08566	Other	Other
K08568	Apoptosis [PATH:ko04210]	cathepsin X [EC:3.4.18.1]
K08573	Other	Other
K08574	Other	Other
K08576	Other	Other
K08581	Other	Other
K08582	Other	Other
K08585	Other	Other
K08587	Other	Other
K08588	Other	Other
K08589	Other	Other
K08591	Glycerophospholipid metabolism [PATH:ko00564]	glycerol-3-phosphate acyltransferase PlsY [EC:2.3.1.15]
K08592	Other	Other
K08596	Other	Other
K08597	Other	Other
K08598	Other	Other
K08599	Other	Other
K08600	Other	Other
K08601	Necroptosis [PATH:ko04217]	ubiquitin carboxyl-terminal hydrolase CYLD [EC:3.4.19.12]
K08602	Other	Other
K08603	Other	Other
K08604	Biofilm formation - Vibrio cholerae [PATH:ko05111]	vibriolysin [EC:3.4.24.25]
K08606	Other	Other
K08607	Other	Other
K08610	Other	Other
K08614	Other	Other
K08622	Other	Other
K08623	Other	Other
K08624	Other	Other
K08625	Other	Other
K08626	Other	Other
K08631	Other	Other
K08632	Other	Other
K08633	Other	Other
K08635	Other	Other
K08637	Other	Other
K08639	Other	Other
K08640	Other	Other
K08641	Two-component system [PATH:ko02020]	zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]
K08642	Quorum sensing [PATH:ko02024]	LasA protease [EC:3.4.24.-]
K08643	Other	Other
K08646	Other	Other
K08648	Other	Other
K08650	Other	Other
K08651	Other	Other
K08652	Other	Other
K08653	Protein processing in endoplasmic reticulum [PATH:ko04141]	membrane-bound transcription factor site-1 protease [EC:3.4.21.112]
K08654	Other	Other
K08656	Other	Other
K08657	Other	Other
K08658	Terpenoid backbone biosynthesis [PATH:ko00900]	prenyl protein peptidase [EC:3.4.22.-]
K08659	Other	Other
K08660	beta-Alanine metabolism [PATH:ko00410]	cytosolic nonspecific dipeptidase [EC:3.4.13.18]
K08664	Other	Other
K08665	Other	Other
K08666	Other	Other
K08668	Other	Other
K08669	Apoptosis - multiple species [PATH:ko04215]	HtrA serine peptidase 2 [EC:3.4.21.108]
K08670	Other	Other
K08673	Other	Other
K08675	Other	Other
K08676	Other	Other
K08677	Other	Other
K08678	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	UDP-glucuronate decarboxylase [EC:4.1.1.35]
K08679	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	UDP-glucuronate 4-epimerase [EC:5.1.3.6]
K08680	Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130]	"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]"
K08681	Vitamin B6 metabolism [PATH:ko00750]	5'-phosphate synthase pdxT subunit [EC:4.3.3.6]
K08682	Pantothenate and CoA biosynthesis [PATH:ko00770]	acyl carrier protein phosphodiesterase [EC:3.1.4.14]
K08683	"Valine, leucine and isoleucine degradation [PATH:ko00280]"	3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178]
K08685	Methane metabolism [PATH:ko00680]	quinohemoprotein amine dehydrogenase [EC:1.4.9.1]
K08686	Fluorobenzoate degradation [PATH:ko00364]	"2-halobenzoate 1,2-dioxygenase large subunit [EC:1.14.12.13]"
K08687	Arginine and proline metabolism [PATH:ko00330]	N-carbamoylsarcosine amidase [EC:3.5.1.59]
K08688	Arginine and proline metabolism [PATH:ko00330]	creatinase [EC:3.5.3.3]
K08689	Dioxin degradation [PATH:ko00621]	"biphenyl 2,3-dioxygenase subunit alpha [EC:1.14.12.18]"
K08690	Dioxin degradation [PATH:ko00621]	"cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [EC:1.3.1.56]"
K08691	Methane metabolism [PATH:ko00680]	malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]
K08692	Methane metabolism [PATH:ko00680]	malate-CoA ligase subunit alpha [EC:6.2.1.9]
K08693	Nicotinate and nicotinamide metabolism [PATH:ko00760]	"2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase [EC:3.1.4.16 3.1.3.6 3.1.3.5]"
K08695	Flavonoid biosynthesis [PATH:ko00941]	anthocyanidin reductase [EC:1.3.1.77]
K08696	Other	Other
K08697	Other	Other
K08698	Other	Other
K08699	Other	Other
K08700	Other	Other
K08701	Other	Other
K08703	Other	Other
K08704	Other	Other
K08705	Other	Other
K08706	Other	Other
K08707	Other	Other
K08711	ABC transporters [PATH:ko02010]	"ATP-binding cassette, subfamily G (WHITE), member 2, PDR"
K08712	ABC transporters [PATH:ko02010]	"ATP-binding cassette, subfamily G (WHITE), member 2, SNQ2"
K08713	Other	Other
K08714	Other	Other
K08715	Other	Other
K08716	Other	Other
K08717	Other	Other
K08720	Biofilm formation - Vibrio cholerae [PATH:ko05111]	outer membrane protein OmpU
K08721	Other	Other
K08722	Pyrimidine metabolism [PATH:ko00240]	5'-deoxynucleotidase [EC:3.1.3.89]
K08723	Nicotinate and nicotinamide metabolism [PATH:ko00760]	5'-nucleotidase [EC:3.1.3.5]
K08724	Peptidoglycan biosynthesis [PATH:ko00550]	penicillin-binding protein 2B
K08726	Peroxisome [PATH:ko04146]	soluble epoxide hydrolase / lipid-phosphate phosphatase [EC:3.3.2.10 3.1.3.76]
K08728	Pyrimidine metabolism [PATH:ko00240]	nucleoside deoxyribosyltransferase [EC:2.4.2.6]
K08729	Glycerophospholipid metabolism [PATH:ko00564]	phosphatidylserine synthase 1 [EC:2.7.8.-]
K08730	Glycerophospholipid metabolism [PATH:ko00564]	phosphatidylserine synthase 2 [EC:2.7.8.29]
K08734	Fanconi anemia pathway [PATH:ko03460]	DNA mismatch repair protein MLH1
K08735	Mismatch repair [PATH:ko03430]	DNA mismatch repair protein MSH2
K08736	Mismatch repair [PATH:ko03430]	DNA mismatch repair protein MSH3
K08737	Mismatch repair [PATH:ko03430]	DNA mismatch repair protein MSH6
K08738	p53 signaling pathway [PATH:ko04115]	cytochrome c
K08739	Mismatch repair [PATH:ko03430]	DNA mismatch repair protein MLH3
K08740	Other	Other
K08741	Other	Other
K08744	Glycerophospholipid metabolism [PATH:ko00564]	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]
K08745	Other	Other
K08746	Peroxisome [PATH:ko04146]	"solute carrier family 27 (fatty acid transporter), member 2 [EC:6.2.1.- 6.2.1.3]"
K08749	Other	Other
K08752	Other	Other
K08753	Other	Other
K08756	Other	Other
K08762	Other	Other
K08764	Peroxisome [PATH:ko04146]	sterol carrier protein 2 [EC:2.3.1.176]
K08765	AMPK signaling pathway [PATH:ko04152]	"carnitine O-palmitoyltransferase 1, liver isoform [EC:2.3.1.21]"
K08766	Fatty acid degradation [PATH:ko00071]	carnitine O-palmitoyltransferase 2 [EC:2.3.1.21]
K08770	Other	Other
K08771	Other	Other
K08773	Ras signaling pathway [PATH:ko04014]	RalA-binding protein 1
K08775	Fanconi anemia pathway [PATH:ko03460]	breast cancer 2 susceptibility protein
K08776	Other	Other
K08777	Quorum sensing [PATH:ko02024]	neutral peptidase B [EC:3.4.24.-]
K08779	Other	Other
K08780	Other	Other
K08781	Other	Other
K08783	Other	Other
K08787	Other	Other
K08789	Other	Other
K08790	Other	Other
K08791	Apoptosis - fly [PATH:ko04214]	serine/threonine-protein kinase LATS1/2 [EC:2.7.11.1]
K08793	Other	Other
K08794	Other	Other
K08795	Other	Other
K08796	Other	Other
K08797	Other	Other
K08798	Other	Other
K08799	Other	Other
K08800	Other	Other
K08801	Other	Other
K08802	Other	Other
K08803	Autophagy - animal [PATH:ko04140]	death-associated protein kinase [EC:2.7.11.1]
K08804	Other	Other
K08805	Other	Other
K08807	Other	Other
K08808	Other	Other
K08810	Other	Other
K08811	Other	Other
K08814	Other	Other
K08815	Other	Other
K08816	Other	Other
K08817	Other	Other
K08818	Other	Other
K08819	Other	Other
K08820	Other	Other
K08821	Other	Other
K08822	Other	Other
K08823	Other	Other
K08824	Other	Other
K08825	Other	Other
K08826	Cellular senescence [PATH:ko04218]	homeodomain interacting protein kinase [EC:2.7.11.1]
K08827	Other	Other
K08828	Other	Other
K08829	Other	Other
K08830	Other	Other
K08831	Other	Other
K08832	Other	Other
K08833	Other	Other
K08834	Other	Other
K08835	Other	Other
K08836	Oocyte meiosis [PATH:ko04114]	STE20-like kinase [EC:2.7.11.1]
K08837	Other	Other
K08838	Other	Other
K08840	MAPK signaling pathway - fly [PATH:ko04013]	TRAF2 and NCK interacting kinase [EC:2.7.11.1]
K08842	Other	Other
K08843	Other	Other
K08844	Other	Other
K08848	Other	Other
K08850	Other	Other
K08851	Other	Other
K08852	Apoptosis [PATH:ko04210]	serine/threonine-protein kinase/endoribonuclease IRE1 [EC:2.7.11.1 3.1.26.-]
K08853	Other	Other
K08855	Other	Other
K08856	Other	Other
K08857	Other	Other
K08858	Other	Other
K08860	Apoptosis - fly [PATH:ko04214]	eukaryotic translation initiation factor 2-alpha kinase 3 [EC:2.7.11.1]
K08863	FoxO signaling pathway [PATH:ko04068]	polo-like kinase 4 [EC:2.7.11.21]
K08864	Other	Other
K08865	Other	Other
K08866	Cell cycle - yeast [PATH:ko04111]	serine/threonine-protein kinase TTK/MPS1 [EC:2.7.12.1]
K08867	Other	Other
K08869	Other	Other
K08870	Other	Other
K08871	Other	Other
K08872	Other	Other
K08873	mRNA surveillance pathway [PATH:ko03015]	serine/threonine-protein kinase SMG1 [EC:2.7.11.1]
K08874	Other	Other
K08875	Other	Other
K08876	Other	Other
K08878	Other	Other
K08880	Other	Other
K08883	Other	Other
K08884	Other	Other
K08886	Other	Other
K08889	Other	Other
K08892	MAPK signaling pathway - fly [PATH:ko04013]	fyn-related kinase [EC:2.7.10.2]
K08898	Other	Other
K08899	Other	Other
K08900	Other	Other
K08901	Photosynthesis [PATH:ko00195]	photosystem II oxygen-evolving enhancer protein 3
K08902	Photosynthesis [PATH:ko00195]	photosystem II Psb27 protein
K08903	Photosynthesis [PATH:ko00195]	photosystem II 13kDa protein
K08904	Photosynthesis [PATH:ko00195]	photosystem II Psb28-2 protein
K08905	Photosynthesis [PATH:ko00195]	photosystem I subunit V
K08906	Photosynthesis [PATH:ko00195]	cytochrome c6
K08907	Photosynthesis - antenna proteins [PATH:ko00196]	light-harvesting complex I chlorophyll a/b binding protein 1
K08908	Photosynthesis - antenna proteins [PATH:ko00196]	light-harvesting complex I chlorophyll a/b binding protein 2
K08909	Photosynthesis - antenna proteins [PATH:ko00196]	light-harvesting complex I chlorophyll a/b binding protein 3
K08910	Photosynthesis - antenna proteins [PATH:ko00196]	light-harvesting complex I chlorophyll a/b binding protein 4
K08911	Photosynthesis - antenna proteins [PATH:ko00196]	light-harvesting complex I chlorophyll a/b binding protein 5
K08912	Photosynthesis - antenna proteins [PATH:ko00196]	light-harvesting complex II chlorophyll a/b binding protein 1
K08913	Photosynthesis - antenna proteins [PATH:ko00196]	light-harvesting complex II chlorophyll a/b binding protein 2
K08914	Photosynthesis - antenna proteins [PATH:ko00196]	light-harvesting complex II chlorophyll a/b binding protein 3
K08915	Photosynthesis - antenna proteins [PATH:ko00196]	light-harvesting complex II chlorophyll a/b binding protein 4
K08916	Photosynthesis - antenna proteins [PATH:ko00196]	light-harvesting complex II chlorophyll a/b binding protein 5
K08917	Photosynthesis - antenna proteins [PATH:ko00196]	light-harvesting complex II chlorophyll a/b binding protein 6
K08926	Two-component system [PATH:ko02020]	light-harvesting complex 1 alpha chain
K08927	Two-component system [PATH:ko02020]	light-harvesting complex 1 beta chain
K08928	Two-component system [PATH:ko02020]	photosynthetic reaction center L subunit
K08929	Two-component system [PATH:ko02020]	photosynthetic reaction center M subunit
K08930	Two-component system [PATH:ko02020]	light-harvesting protein B-800-850 alpha chain
K08939	Two-component system [PATH:ko02020]	light-harvesting protein B-800-850 beta chain
K08952	Other	Other
K08955	Mitophagy - yeast [PATH:ko04139]	ATP-dependent metalloprotease [EC:3.4.24.-]
K08956	Other	Other
K08957	Hedgehog signaling pathway - fly [PATH:ko04341]	"casein kinase 1, alpha [EC:2.7.11.1]"
K08958	Hedgehog signaling pathway - fly [PATH:ko04341]	"casein kinase 1, gamma [EC:2.7.11.1]"
K08959	Gap junction [PATH:ko04540]	"casein kinase 1, delta [EC:2.7.11.1]"
K08960	FoxO signaling pathway [PATH:ko04068]	"casein kinase 1, epsilon [EC:2.7.11.1]"
K08961	Other	Other
K08963	Cysteine and methionine metabolism [PATH:ko00270]	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]
K08964	Cysteine and methionine metabolism [PATH:ko00270]	methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109]
K08965	Cysteine and methionine metabolism [PATH:ko00270]	"2,3-diketo-5-methylthiopentyl-1-phosphate enolase [EC:5.3.2.5]"
K08966	Cysteine and methionine metabolism [PATH:ko00270]	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase [EC:3.1.3.87]
K08967	Cysteine and methionine metabolism [PATH:ko00270]	"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]"
K08968	Cysteine and methionine metabolism [PATH:ko00270]	L-methionine (R)-S-oxide reductase [EC:1.8.4.14]
K08969	Cysteine and methionine metabolism [PATH:ko00270]	aminotransferase [EC:2.6.1.-]
K08970	Other	Other
K08972	Other	Other
K08973	Other	Other
K08974	Other	Other
K08975	Other	Other
K08976	Other	Other
K08977	Other	Other
K08978	Other	Other
K08979	Other	Other
K08980	Other	Other
K08981	Other	Other
K08982	Other	Other
K08983	Other	Other
K08984	Other	Other
K08985	Other	Other
K08986	Other	Other
K08987	Other	Other
K08988	Other	Other
K08989	Other	Other
K08990	Other	Other
K08991	Fanconi anemia pathway [PATH:ko03460]	crossover junction endonuclease MUS81 [EC:3.1.22.-]
K08992	Other	Other
